ligand,sender_evidence_level,baseline_sender_robustness,paracrine_scope,licensing_context,best_phase4a_tier,tier_A_axis_n,tier_B_axis_n,tier_C_axis_n,receptor_competent_module_n,target_compatible_module_n,reversal_supported_module_n,disease_concordant_module_n,mixed_signed_direction_across_modules,disease_concordant_modules,tier_A_modules,tier_B_modules,interpretation,ordering_rule,source_url
TNFSF12,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,NO_CLEAR_LICENSING_EFFECT,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,6,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
TSPAN3,S2,ROBUST_BASELINE_SENDER,P3_FULL_LR_SENSITIVITY,NO_CLEAR_LICENSING_EFFECT,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,6,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
TSPAN5,S1,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,LICENSING_CONSISTENT_DOWN,TIER_B_COMPATIBILITY_CANDIDATE,0,1,1,3,2,0,0,NO,,,PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
ULBP2,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,TIER_B_COMPATIBILITY_CANDIDATE,0,3,0,3,3,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
VCAN,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,6,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
VEGFC,S1,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,LICENSING_CONSISTENT_UP,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,6,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
VSIG10,S2,ROBUST_BASELINE_SENDER,P3_FULL_LR_SENSITIVITY,NO_CLEAR_LICENSING_EFFECT,TIER_B_COMPATIBILITY_CANDIDATE,0,4,1,6,5,0,0,NO,,,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_07,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
ADAM12,S1,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,LICENSING_CONSISTENT_UP,TIER_C_EXTENDED_EXTRACELLULAR,0,0,1,6,5,1,5,YES,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_06;PROGRAM_MODULE_07,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
ADAM15,S2,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,PASSAGE_DEPENDENT,TIER_C_EXTENDED_EXTRACELLULAR,0,0,5,6,5,2,4,YES,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_06,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
ADAM9,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,NO_CLEAR_LICENSING_EFFECT,TIER_C_EXTENDED_EXTRACELLULAR,0,0,1,6,5,0,6,NO,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_06;PROGRAM_MODULE_07;PROGRAM_MODULE_10,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
BACE1,S2,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,NO_CLEAR_LICENSING_EFFECT,TIER_C_EXTENDED_EXTRACELLULAR,0,0,5,6,5,0,6,NO,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_06;PROGRAM_MODULE_07;PROGRAM_MODULE_10,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
BACE2,S2,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,NO_CLEAR_LICENSING_EFFECT,TIER_C_EXTENDED_EXTRACELLULAR,0,0,5,6,5,0,6,NO,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_06;PROGRAM_MODULE_07;PROGRAM_MODULE_10,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
CD82,S1,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,LICENSING_CONSISTENT_UP,TIER_C_EXTENDED_EXTRACELLULAR,0,0,3,3,3,0,3,NO,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
CDH2,S2,ROBUST_BASELINE_SENDER,P3_FULL_LR_SENSITIVITY,NO_CLEAR_LICENSING_EFFECT,TIER_C_EXTENDED_EXTRACELLULAR,0,0,2,2,2,0,2,NO,PROGRAM_MODULE_06;PROGRAM_MODULE_07,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
COL1A1,S1,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,LICENSING_CONSISTENT_DOWN,TIER_C_EXTENDED_EXTRACELLULAR,0,0,1,6,5,1,5,YES,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_06;PROGRAM_MODULE_07,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
COL4A1,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,DONOR_DEPENDENT,TIER_C_EXTENDED_EXTRACELLULAR,0,0,1,6,5,0,6,NO,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_06;PROGRAM_MODULE_07;PROGRAM_MODULE_10,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
COL5A1,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,TIER_C_EXTENDED_EXTRACELLULAR,0,0,1,6,5,0,6,NO,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_06;PROGRAM_MODULE_07;PROGRAM_MODULE_10,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
COL6A1,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,NO_CLEAR_LICENSING_EFFECT,TIER_C_EXTENDED_EXTRACELLULAR,0,0,1,6,5,0,6,NO,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_06;PROGRAM_MODULE_07;PROGRAM_MODULE_10,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
CSF1,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,TIER_C_EXTENDED_EXTRACELLULAR,0,0,1,6,5,0,6,NO,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_06;PROGRAM_MODULE_07;PROGRAM_MODULE_10,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
EFNA4,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,TIER_C_EXTENDED_EXTRACELLULAR,0,0,1,3,2,1,2,YES,PROGRAM_MODULE_06;PROGRAM_MODULE_07,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
FGF2,S1,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,LICENSING_CONSISTENT_UP,TIER_C_EXTENDED_EXTRACELLULAR,0,0,1,6,5,1,5,YES,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_06;PROGRAM_MODULE_07,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
FN1,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,NO_CLEAR_LICENSING_EFFECT,TIER_C_EXTENDED_EXTRACELLULAR,0,0,1,6,5,1,5,YES,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_06;PROGRAM_MODULE_07,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
GAS6,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,TIER_C_EXTENDED_EXTRACELLULAR,0,0,1,6,5,0,6,NO,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_06;PROGRAM_MODULE_07;PROGRAM_MODULE_10,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
GDF15,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,DONOR_DEPENDENT,TIER_C_EXTENDED_EXTRACELLULAR,0,0,1,3,2,0,3,NO,PROGRAM_MODULE_06;PROGRAM_MODULE_07;PROGRAM_MODULE_10,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
ICAM3,S2,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,NO_CLEAR_LICENSING_EFFECT,TIER_C_EXTENDED_EXTRACELLULAR,0,0,3,3,3,0,3,NO,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
ITGA4,S2,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,PASSAGE_DEPENDENT,TIER_C_EXTENDED_EXTRACELLULAR,0,0,2,2,2,0,2,NO,PROGRAM_MODULE_06;PROGRAM_MODULE_07,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
ITGB1,S2,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,NO_CLEAR_LICENSING_EFFECT,TIER_C_EXTENDED_EXTRACELLULAR,0,0,2,2,2,0,2,NO,PROGRAM_MODULE_06;PROGRAM_MODULE_07,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
LAMB1,S1,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,LICENSING_CONSISTENT_DOWN,TIER_C_EXTENDED_EXTRACELLULAR,0,0,1,6,5,1,5,YES,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_06;PROGRAM_MODULE_07,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
LAMB2,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,TIER_C_EXTENDED_EXTRACELLULAR,0,0,1,6,5,1,5,YES,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_06;PROGRAM_MODULE_07,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
LAMC1,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,NO_CLEAR_LICENSING_EFFECT,TIER_C_EXTENDED_EXTRACELLULAR,0,0,1,6,5,1,5,YES,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_06;PROGRAM_MODULE_07,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
MMP2,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,TIER_C_EXTENDED_EXTRACELLULAR,0,0,1,6,5,0,6,NO,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_06;PROGRAM_MODULE_07;PROGRAM_MODULE_10,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
PDGFC,S1,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,LICENSING_CONSISTENT_DOWN,TIER_C_EXTENDED_EXTRACELLULAR,0,0,1,6,5,0,6,NO,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_06;PROGRAM_MODULE_07;PROGRAM_MODULE_10,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
RECK,S2,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,NO_CLEAR_LICENSING_EFFECT,TIER_C_EXTENDED_EXTRACELLULAR,0,0,3,3,3,3,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
SLIT2,S1,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,LICENSING_CONSISTENT_UP,TIER_C_EXTENDED_EXTRACELLULAR,0,0,1,3,2,0,2,NO,PROGRAM_MODULE_06;PROGRAM_MODULE_07,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
TGFB1,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,TIER_C_EXTENDED_EXTRACELLULAR,0,0,1,6,5,0,6,NO,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_06;PROGRAM_MODULE_07;PROGRAM_MODULE_10,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
THBS2,S1,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,LICENSING_CONSISTENT_DOWN,TIER_C_EXTENDED_EXTRACELLULAR,0,0,1,6,5,0,6,NO,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_06;PROGRAM_MODULE_07;PROGRAM_MODULE_10,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
VEGFA,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,TIER_C_EXTENDED_EXTRACELLULAR,0,0,1,6,5,0,6,NO,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_06;PROGRAM_MODULE_07;PROGRAM_MODULE_10,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
VEGFB,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,NO_CLEAR_LICENSING_EFFECT,TIER_C_EXTENDED_EXTRACELLULAR,0,0,1,6,5,0,6,NO,PROGRAM_MODULE_01;PROGRAM_MODULE_04;PROGRAM_MODULE_05;PROGRAM_MODULE_06;PROGRAM_MODULE_07;PROGRAM_MODULE_10,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
ZDHHC5,S2,ROBUST_BASELINE_SENDER,P3_FULL_LR_SENSITIVITY,PASSAGE_DEPENDENT,TIER_C_EXTENDED_EXTRACELLULAR,0,0,2,2,2,0,2,NO,PROGRAM_MODULE_01;PROGRAM_MODULE_04,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
AIMP1,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,NO_CLEAR_LICENSING_EFFECT,NOT_PRIORITIZED,0,0,0,0,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
ANPEP,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,NOT_PRIORITIZED,0,0,0,0,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
ANTXR1,S2,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,PASSAGE_DEPENDENT,NOT_PRIORITIZED,0,0,0,0,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
APOO,S2,ROBUST_BASELINE_SENDER,P1_PARACRINE_CORE,PASSAGE_DEPENDENT,NOT_PRIORITIZED,0,0,0,0,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
BTN2A1,S1,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,LICENSING_CONSISTENT_UP,NOT_PRIORITIZED,0,0,0,0,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
CA12,S2,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,DONOR_DEPENDENT,NOT_PRIORITIZED,0,0,0,1,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
CDH13,S1,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,LICENSING_CONSISTENT_DOWN,NOT_PRIORITIZED,0,0,0,0,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
CIB1,S2,ROBUST_BASELINE_SENDER,P3_FULL_LR_SENSITIVITY,PASSAGE_DEPENDENT,NOT_PRIORITIZED,0,0,0,0,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
CLDN11,S1,ROBUST_BASELINE_SENDER,P3_FULL_LR_SENSITIVITY,LICENSING_CONSISTENT_DOWN,NOT_PRIORITIZED,0,0,0,0,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
DSC3,S2,ROBUST_BASELINE_SENDER,P2_EXTRACELLULAR_EXTENDED,PASSAGE_DEPENDENT,NOT_PRIORITIZED,0,0,0,1,0,0,0,NO,,,,COMPUTATIONAL_HIERARCHY_NOT_THERAPEUTIC_PROOF,tier then ligand symbol; S1 is not ranked above S2,config/phase4a_analysis.json|NicheNet:Zenodo:7074291|OmniPath:2026-08-15|CollecTRI:2026-08-15|CytoSig:2026-08-15
